id,sigla,iata,nombre,municipio,departamento,id_categoriaaeropuerto,latitud,longitud,propietario,explotador,longitud_pista,ancho_pista,pbmo,elevacion,resolucion,fecha_construccion,fecha_vigencia,clase,tipo,numero_vuelos_origen,gcd_departamento,gcd_municipio,year,fecha_inicio,fecha_fin,vigente
205,9AK,9AK,CANANARI,Mitú,Vaupés,A,0.545,-70.9286,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,544,14,1650,780," 3423,000",1997-09-16,,1A,Fumigación,37,97,97001,2014,2009-01-01,2014-12-31,N
206,9AK,9AK,CANANARI,Mitú,Vaupés,A,0.545,-70.9286,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,669,5,1650,780," 3423,000",1997-09-16,,1A,Aerocivil,13,97,97001,2015,2015-01-01,2015-12-31,N
207,9AK,9AK,CANANARI,Mitú,Vaupés,A,0.545,-70.9286,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,798,5,1650,780," 3423,000",1997-09-16,,1A,Aerocivil,10,97,97001,2016,2016-01-01,2100-12-31,S
208,9AN,9AN,MARAREY,Orocué,Casanare,A,4.8281,-71.0808,JULIAN VALENCIA I. Y OTROS,JULIAN VALENCIA I. Y OTROS,98,2,4800,498," 2001,000",2013-05-08,2016-05-09,1A,Fumigación,425,85,85230,2014,2009-01-01,2014-12-31,N
209,9AN,9AN,MARAREY,Orocué,Casanare,A,4.8281,-71.0808,JULIAN VALENCIA I. Y OTROS,JULIAN VALENCIA I. Y OTROS,0,1,4800,498," 2001,000",2013-05-08,2016-05-09,1A,Público,722,85,85230,2015,2015-01-01,2015-12-31,N
210,9AN,9AN,MARAREY,Orocué,Casanare,A,4.8281,-71.0808,JULIAN VALENCIA I. Y OTROS,JULIAN VALENCIA I. Y OTROS,0,0,4800,498," 2001,000",2013-05-08,2016-05-09,1A,Público,947,85,85230,2016,2016-01-01,2100-12-31,S
211,9AO,9AO,SANTA CLARA,Sabanalarga,Casanare,A,4.4172,-72.7744,ARMANDO SANCHEZ M.,TAES LTDA.,699,9,2500,610," 2137,000",2013-05-16,,1A,Fumigación,46,85,85300,2014,2009-01-01,2014-12-31,N
212,9AO,9AO,SANTA CLARA,Sabanalarga,Casanare,A,4.4172,-72.7744,ARMANDO SANCHEZ M.,TAES LTDA.,669,7,2500,610," 2137,000",2013-05-16,,1A,Aerocivil,51,85,85300,2015,2015-01-01,2015-12-31,N
213,9AO,9AO,SANTA CLARA,Sabanalarga,Casanare,A,4.4172,-72.7744,ARMANDO SANCHEZ M.,TAES LTDA.,345,7,2500,610," 2137,000",2013-05-16,,1A,Fumigación,76,85,85300,2016,2016-01-01,2100-12-31,S
214,9AR,9AR,SAN PABLO,Mitú,Vaupés,A,-0.7831,-70.3228,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,336,9,1650,550," 3423,000",1997-09-16,,1A,Aerocivil,94,97,97001,2014,2009-01-01,2014-12-31,N
215,9AR,9AR,SAN PABLO,Mitú,Vaupés,A,-0.7831,-70.3228,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,273,6,1650,550," 3423,000",1997-09-16,,1A,Aerocivil,152,97,97001,2015,2015-01-01,2015-12-31,N
216,9AR,9AR,SAN PABLO,Mitú,Vaupés,A,-0.7831,-70.3228,RESGUARDO INDIGENA,GOBERNACION DEL VAUPES,248,2,1650,550," 3423,000",1997-09-16,,1A,Aerocivil,263,97,97001,2016,2016-01-01,2100-12-31,S
217,9AS,9AS,SIRENAS,Trinidad,Casanare,A,5.2541,-71.1576,PERENCO COLOMBIA LIMITED,PERENCO COLOMBIA LIMITED,442,17,5000,443," 3058,000",2014-06-10,2017-06-11,1A,Público,2498,85,85430,2014,2009-01-01,2014-12-31,N
218,9AS,9AS,SIRENAS,Trinidad,Casanare,A,5.2541,-71.1576,PERENCO COLOMBIA LIMITED,PERENCO COLOMBIA LIMITED,364,10,5000,443," 3058,000",2014-06-10,2017-06-11,1A,Fumigación,2498,85,85430,2015,2015-01-01,2015-12-31,N
219,9AS,9AS,SIRENAS,Trinidad,Casanare,A,5.2541,-71.1576,PERENCO COLOMBIA LIMITED,PERENCO COLOMBIA LIMITED,166,6,5000,443," 3058,000",2014-06-10,2017-06-11,1A,Aerocivil,2498,85,85430,2016,2016-01-01,2100-12-31,S
220,9AT,9AT,COROCITO,Puerto López,Meta,A,3.9507,-72.2186,AGROINVERSIONES COROCITO,AGROINVERSIONES COROCITO,1026,4,3000,544," 1838,000",2013-04-26,,1A,Público,3,50,50573,2014,2009-01-01,2014-12-31,N
221,9AT,9AT,COROCITO,Puerto López,Meta,A,3.9507,-72.2186,AGROINVERSIONES COROCITO,AGROINVERSIONES COROCITO,1156,3,3000,544," 1838,000",2013-04-26,,1A,Fumigación,2,50,50573,2015,2015-01-01,2015-12-31,N
222,9AT,9AT,COROCITO,Puerto López,Meta,A,3.9507,-72.2186,AGROINVERSIONES COROCITO,AGROINVERSIONES COROCITO,1434,2,3000,544," 1838,000",2013-04-26,,1A,Privado,1,50,50573,2016,2016-01-01,2100-12-31,S
223,9AU,9AU,LAS FURIAS,Nunchía,Casanare,A,5.4039,-72.1228,MAURICIO CALA PEREZ,SFA LTDA.,508,3,2000,688," 5611,000",2012-10-04,2015-10-09,1A,Público,0,85,85225,2014,2009-01-01,2014-12-31,N
224,9AU,9AU,LAS FURIAS,Nunchía,Casanare,A,5.4039,-72.1228,MAURICIO CALA PEREZ,SFA LTDA.,325,2,2000,688," 5611,000",2012-10-04,2015-10-09,1A,Aerocivil,0,85,85225,2015,2015-01-01,2015-12-31,N
225,9AU,9AU,LAS FURIAS,Nunchía,Casanare,A,5.4039,-72.1228,MAURICIO CALA PEREZ,SFA LTDA.,167,2,2000,688," 5611,000",2012-10-04,2015-10-09,1A,Fumigación,0,85,85225,2016,2016-01-01,2100-12-31,S
226,9AV,9AV,EL NOGAL,Villavicencio,Meta,A,3.9883,-73.2994,GLORIA L.TIUSO,AEROTEC LTDA.,822,9,2000,817," 4739,000",2012-08-29,,1A,Aerocivil,0,50,50001,2014,2009-01-01,2014-12-31,N
227,9AV,9AV,EL NOGAL,Villavicencio,Meta,A,3.9883,-73.2994,GLORIA L.TIUSO,AEROTEC LTDA.,1264,5,2000,817," 4739,000",2012-08-29,,1A,Fumigación,0,50,50001,2015,2015-01-01,2015-12-31,N
228,9AV,9AV,EL NOGAL,Villavicencio,Meta,A,3.9883,-73.2994,GLORIA L.TIUSO,AEROTEC LTDA.,2309,2,2000,817," 4739,000",2012-08-29,,1A,Aerocivil,0,50,50001,2016,2016-01-01,2100-12-31,S
229,9AX,9AX,SANTA CRUZ,Puerto López,Meta,A,4.1318,-73.1814,JULIO STRAUCH D.,COMERCIALIZADORA ECO,237,5,2000,659," 2685,000",2011-05-25,,1A,Público,0,50,50573,2014,2009-01-01,2014-12-31,N
230,9AX,9AX,SANTA CRUZ,Puerto López,Meta,A,4.1318,-73.1814,JULIO STRAUCH D.,COMERCIALIZADORA ECO,84,4,2000,659," 2685,000",2011-05-25,,1A,Público,0,50,50573,2015,2015-01-01,2015-12-31,N
231,9AX,9AX,SANTA CRUZ,Puerto López,Meta,A,4.1318,-73.1814,JULIO STRAUCH D.,COMERCIALIZADORA ECO,58,4,2000,659," 2685,000",2011-05-25,,1A,Aerocivil,0,50,50573,2016,2016-01-01,2100-12-31,S
232,9AZ,9AZ,REMACHE SUR,San Luis de Palenque,Casanare,A,5.0832,-71.1525,DESIDERIO CHAPARRO,PERENCO COLOMBIA LIMITED,294,28,5000,459," 3058,000",2014-06-10,2017-06-11,1A,Aerocivil,3353,85,85325,2014,2009-01-01,2014-12-31,N
233,9AZ,9AZ,REMACHE SUR,San Luis de Palenque,Casanare,A,5.0832,-71.1525,DESIDERIO CHAPARRO,PERENCO COLOMBIA LIMITED,103,47,5000,459," 3058,000",2014-06-10,2017-06-11,1A,Fumigación,3353,85,85325,2015,2015-01-01,2015-12-31,N
234,9AZ,9AZ,REMACHE SUR,San Luis de Palenque,Casanare,A,5.0832,-71.1525,DESIDERIO CHAPARRO,PERENCO COLOMBIA LIMITED,72,72,5000,459," 3058,000",2014-06-10,2017-06-11,1A,Fumigación,3353,85,85325,2016,2016-01-01,2100-12-31,S
235,9BA,9BA,CURUMANI,Curumaní,Cesar,A,9.2222,-73.5722,MUNICIPIO,FADELCE,529,8,2000,164," 2989,000",2008-07-02,,2A,Público,0,20,20228,2014,2009-01-01,2014-12-31,N
236,9BA,9BA,CURUMANI,Curumaní,Cesar,A,9.2222,-73.5722,MUNICIPIO,FADELCE,148,1,2000,164," 2989,000",2008-07-02,,2A,Privado,0,20,20228,2015,2015-01-01,2015-12-31,N
237,9BA,9BA,CURUMANI,Curumaní,Cesar,A,9.2222,-73.5722,MUNICIPIO,FADELCE,34,0,2000,164," 2989,000",2008-07-02,,2A,Público,0,20,20228,2016,2016-01-01,2100-12-31,S
238,9BB,9BB,SAN MIGUEL,Puerto López,Meta,A,4.1069,-72.89,ELIZABETH CRUZ BULLA,SAAC S.A.S,187,18,2000,803,"  251,000",2012-02-01,2015-02-09,1A,Fumigación,20,50,50573,2014,2009-01-01,2014-12-31,N
239,9BB,9BB,SAN MIGUEL,Puerto López,Meta,A,4.1069,-72.89,ELIZABETH CRUZ BULLA,SAAC S.A.S,0,35,2000,803,"  251,000",2012-02-01,2015-02-09,1A,Fumigación,12,50,50573,2015,2015-01-01,2015-12-31,N
240,9BB,9BB,SAN MIGUEL,Puerto López,Meta,A,4.1069,-72.89,ELIZABETH CRUZ BULLA,SAAC S.A.S,0,36,2000,803,"  251,000",2012-02-01,2015-02-09,1A,Privado,9,50,50573,2016,2016-01-01,2100-12-31,S
241,9BC,9BC,CANTADELICIAS,Alpujarra,Tolima,A,3.3873,-74.9338,MUNICIPIO,MUNICIPIO,424,9,12200,4213," 4541,000",2005-10-13,,1A,Aerocivil,0,73,73024,2014,2009-01-01,2014-12-31,N
242,9BC,9BC,CANTADELICIAS,Alpujarra,Tolima,A,3.3873,-74.9338,MUNICIPIO,MUNICIPIO,395,5,12200,4213," 4541,000",2005-10-13,,1A,Aerocivil,0,73,73024,2015,2015-01-01,2015-12-31,N
243,9BC,9BC,CANTADELICIAS,Alpujarra,Tolima,A,3.3873,-74.9338,MUNICIPIO,MUNICIPIO,265,2,12200,4213," 4541,000",2005-10-13,,1A,Público,0,73,73024,2016,2016-01-01,2100-12-31,S
244,9BE,9BE,LAS VEGAS,Paz de Ariporo,Casanare,A,6.0072,-71.2842,ALEIDA JERONIMO NAVAS,ALEIDA JERONIMO NAVAS,425,9,3500,430," 1657,000",2012-04-03,,1A,Privado,19,85,85250,2014,2009-01-01,2014-12-31,N
245,9BE,9BE,LAS VEGAS,Paz de Ariporo,Casanare,A,6.0072,-71.2842,ALEIDA JERONIMO NAVAS,ALEIDA JERONIMO NAVAS,211,6,3500,430," 1657,000",2012-04-03,,1A,Aerocivil,26,85,85250,2015,2015-01-01,2015-12-31,N
246,9BE,9BE,LAS VEGAS,Paz de Ariporo,Casanare,A,6.0072,-71.2842,ALEIDA JERONIMO NAVAS,ALEIDA JERONIMO NAVAS,82,0,3500,430," 1657,000",2012-04-03,,1A,Privado,29,85,85250,2016,2016-01-01,2100-12-31,S
247,9BF,9BF,LA FRANCIA,El Paso,Cesar,A,9.6394,-73.5282,SOCIEDAD COLOMBIAN NATURAL RESOURCES,EL MISMO,1937,14,,213,"  962,000",2011-03-02,,1B,Privado,264,20,20250,2014,2009-01-01,2014-12-31,N
248,9BF,9BF,LA FRANCIA,El Paso,Cesar,A,9.6394,-73.5282,SOCIEDAD COLOMBIAN NATURAL RESOURCES,EL MISMO,2068,3,,213,"  962,000",2011-03-02,,1B,Aerocivil,381,20,20250,2015,2015-01-01,2015-12-31,N
249,9BF,9BF,LA FRANCIA,El Paso,Cesar,A,9.6394,-73.5282,SOCIEDAD COLOMBIAN NATURAL RESOURCES,EL MISMO,2671,2,,213,"  962,000",2011-03-02,,1B,Público,464,20,20250,2016,2016-01-01,2100-12-31,S
250,9BG,9BG,AGUAS BLANCAS,San Alberto,Cesar,A,7.8197,-73.5719,PALMAS BELLAVISTA S.A.,CELTA LTDA.,1440,5,3000,174," 4942,000",2014-09-22,,1A,Privado,0,20,20710,2014,2009-01-01,2014-12-31,N
251,9BG,9BG,AGUAS BLANCAS,San Alberto,Cesar,A,7.8197,-73.5719,PALMAS BELLAVISTA S.A.,CELTA LTDA.,2035,5,3000,174," 4942,000",2014-09-22,,1A,Privado,0,20,20710,2015,2015-01-01,2015-12-31,N
252,9BG,9BG,AGUAS BLANCAS,San Alberto,Cesar,A,7.8197,-73.5719,PALMAS BELLAVISTA S.A.,CELTA LTDA.,3088,2,3000,174," 4942,000",2014-09-22,,1A,Público,0,20,20710,2016,2016-01-01,2100-12-31,S
253,9BI,9BI,SAN FELIPE,Orocué,Casanare,A,5.1037,-71.8425,MARIA LUCILA REYES ORDOÑEZ,MARIA LUCILA REYES O.,299,11,2000,554,"  800,000",2010-02-18,,1A,Aerocivil,11,85,85230,2014,2009-01-01,2014-12-31,N
254,9BI,9BI,SAN FELIPE,Orocué,Casanare,A,5.1037,-71.8425,MARIA LUCILA REYES ORDOÑEZ,MARIA LUCILA REYES O.,272,6,2000,554,"  800,000",2010-02-18,,1A,Fumigación,18,85,85230,2015,2015-01-01,2015-12-31,N
255,9BI,9BI,SAN FELIPE,Orocué,Casanare,A,5.1037,-71.8425,MARIA LUCILA REYES ORDOÑEZ,MARIA LUCILA REYES O.,149,3,2000,554,"  800,000",2010-02-18,,1A,Privado,31,85,85230,2016,2016-01-01,2100-12-31,S
256,9BK,9BK,JULIAN,Cabuyaro,Meta,A,4.2711,-72.9869,HERNANDO JIMENEZ,ASAM LTDA,582,14,2500,735," 3181,000",2009-06-24,2012-07-06,1A,Privado,0,50,50124,2014,2009-01-01,2014-12-31,N
257,9BK,9BK,JULIAN,Cabuyaro,Meta,A,4.2711,-72.9869,HERNANDO JIMENEZ,ASAM LTDA,124,24,2500,735," 3181,000",2009-06-24,2012-07-06,1A,Público,0,50,50124,2015,2015-01-01,2015-12-31,N
258,9BK,9BK,JULIAN,Cabuyaro,Meta,A,4.2711,-72.9869,HERNANDO JIMENEZ,ASAM LTDA,41,42,2500,735," 3181,000",2009-06-24,2012-07-06,1A,Público,0,50,50124,2016,2016-01-01,2100-12-31,S
259,9BL,9BL,LOS HALCONES,Bugalagrande,Valle del Cauca,A,3.9178,-76.3206,DIEGO TORRES NUÑEZ,DIEGO TORRES NUÑEZ,431,14,500,3232," 6678,000",2012-11-22,2016-01-04,1A,Privado,4,76,76113,2014,2009-01-01,2014-12-31,N
260,9BL,9BL,LOS HALCONES,Bugalagrande,Valle del Cauca,A,3.9178,-76.3206,DIEGO TORRES NUÑEZ,DIEGO TORRES NUÑEZ,810,27,500,3232," 6678,000",2012-11-22,2016-01-04,1A,Aerocivil,4,76,76113,2015,2015-01-01,2015-12-31,N
261,9BL,9BL,LOS HALCONES,Bugalagrande,Valle del Cauca,A,3.9178,-76.3206,DIEGO TORRES NUÑEZ,DIEGO TORRES NUÑEZ,1146,39,500,3232," 6678,000",2012-11-22,2016-01-04,1A,Fumigación,2,76,76113,2016,2016-01-01,2100-12-31,S
262,9BN,9BN,EL SOÑADOR,Aguazul,Casanare,A,5.2299,-72.4528,GLORIA M. ALVIRA R.,CELTA LTDA.,282,9,2000,865,"  304,000",2010-01-27,2013-02-09,1A,Público,0,85,85010,2014,2009-01-01,2014-12-31,N
263,9BN,9BN,EL SOÑADOR,Aguazul,Casanare,A,5.2299,-72.4528,GLORIA M. ALVIRA R.,CELTA LTDA.,256,2,2000,865,"  304,000",2010-01-27,2013-02-09,1A,Privado,0,85,85010,2015,2015-01-01,2015-12-31,N
264,9BN,9BN,EL SOÑADOR,Aguazul,Casanare,A,5.2299,-72.4528,GLORIA M. ALVIRA R.,CELTA LTDA.,33,1,2000,865,"  304,000",2010-01-27,2013-02-09,1A,Público,0,85,85010,2016,2016-01-01,2100-12-31,S
265,9BO,9BO,VENECIA DE GUANAPALO,San Luis de Palenque,Casanare,A,5.3079,-71.9204,COLCONSTRUC LTDA,COLCONSTRUC LTDA.,1201,28,5500,623," 4873,000",2014-09-16,,1A,Privado,38,85,85325,2014,2009-01-01,2014-12-31,N
266,9BO,9BO,VENECIA DE GUANAPALO,San Luis de Palenque,Casanare,A,5.3079,-71.9204,COLCONSTRUC LTDA,COLCONSTRUC LTDA.,1482,37,5500,623," 4873,000",2014-09-16,,1A,Público,38,85,85325,2015,2015-01-01,2015-12-31,N
267,9BO,9BO,VENECIA DE GUANAPALO,San Luis de Palenque,Casanare,A,5.3079,-71.9204,COLCONSTRUC LTDA,COLCONSTRUC LTDA.,1858,40,5500,623," 4873,000",2014-09-16,,1A,Privado,38,85,85325,2016,2016-01-01,2100-12-31,S
268,9BP,9BP,EL CONCHAL - CA,El Cerrito,Valle del Cauca,A,3.7273,-76.3902,ARMANDO ARAGON NAVIA,ARMANDO ARAGON NAVIA,270,9,400,3139,"  326,000",2013-02-07,2016-04-01,1A,Privado,0,76,76248,2014,2009-01-01,2014-12-31,N
269,9BP,9BP,EL CONCHAL - CA,El Cerrito,Valle del Cauca,A,3.7273,-76.3902,ARMANDO ARAGON NAVIA,ARMANDO ARAGON NAVIA,292,9,400,3139,"  326,000",2013-02-07,2016-04-01,1A,Privado,0,76,76248,2015,2015-01-01,2015-12-31,N
270,9BP,9BP,EL CONCHAL - CA,El Cerrito,Valle del Cauca,A,3.7273,-76.3902,ARMANDO ARAGON NAVIA,ARMANDO ARAGON NAVIA,548,8,400,3139,"  326,000",2013-02-07,2016-04-01,1A,Público,0,76,76248,2016,2016-01-01,2100-12-31,S
271,9BR,9BR,SEVILLA,Hato Corozal,Casanare,A,5.9234,-71.7139,HELI CALA LOPEZ,HELI CALA LOPEZ,870,20,3000,682," 4729,000",2013-09-06,,1A,Privado,0,85,85125,2014,2009-01-01,2014-12-31,N
272,9BR,9BR,SEVILLA,Hato Corozal,Casanare,A,5.9234,-71.7139,HELI CALA LOPEZ,HELI CALA LOPEZ,1295,27,3000,682," 4729,000",2013-09-06,,1A,Aerocivil,0,85,85125,2015,2015-01-01,2015-12-31,N
273,9BR,9BR,SEVILLA,Hato Corozal,Casanare,A,5.9234,-71.7139,HELI CALA LOPEZ,HELI CALA LOPEZ,1596,47,3000,682," 4729,000",2013-09-06,,1A,Privado,0,85,85125,2016,2016-01-01,2100-12-31,S
274,9BT,9BT,ASA SAN MARTIN,Riohacha,La Guajira,A,11.2889,-73.1756,ASA S EN C,ASA S. EN C.,74,18,4500,49," 5612,000",2012-10-04,,1A,Privado,0,44,44001,2014,2009-01-01,2014-12-31,N
275,9BT,9BT,ASA SAN MARTIN,Riohacha,La Guajira,A,11.2889,-73.1756,ASA S EN C,ASA S. EN C.,67,35,4500,49," 5612,000",2012-10-04,,1A,Privado,0,44,44001,2015,2015-01-01,2015-12-31,N
276,9BT,9BT,ASA SAN MARTIN,Riohacha,La Guajira,A,11.2889,-73.1756,ASA S EN C,ASA S. EN C.,20,59,4500,49," 5612,000",2012-10-04,,1A,Privado,0,44,44001,2016,2016-01-01,2100-12-31,S
277,9BW,9BW,LA FAZENDA,Puerto López,Meta,A,4.3263,-72.2208,ALIAR S.A.,ALIAR S.A.,205,20,5000,568," 1941,000",2013-05-03,2016-05-07,2B,Aerocivil,52,50,50573,2014,2009-01-01,2014-12-31,N
278,9BW,9BW,LA FAZENDA,Puerto López,Meta,A,4.3263,-72.2208,ALIAR S.A.,ALIAR S.A.,190,34,5000,568," 1941,000",2013-05-03,2016-05-07,2B,Público,94,50,50573,2015,2015-01-01,2015-12-31,N
279,9BW,9BW,LA FAZENDA,Puerto López,Meta,A,4.3263,-72.2208,ALIAR S.A.,ALIAR S.A.,3,57,5000,568," 1941,000",2013-05-03,2016-05-07,2B,Fumigación,94,50,50573,2016,2016-01-01,2100-12-31,S
280,9BX,9BX,LA ESTRELLA-CA.,San Martín,Meta,A,3.4802,-73.3276,CLUB LA LIBELULA,CLUB LA LIBELULA,335,73,500,787,"  679,000",2011-02-15,,UL,Público,0,50,50689,2014,2009-01-01,2014-12-31,N
281,9BX,9BX,LA ESTRELLA-CA.,San Martín,Meta,A,3.4802,-73.3276,CLUB LA LIBELULA,CLUB LA LIBELULA,515,50,500,787,"  679,000",2011-02-15,,UL,Fumigación,0,50,50689,2015,2015-01-01,2015-12-31,N
282,9BX,9BX,LA ESTRELLA-CA.,San Martín,Meta,A,3.4802,-73.3276,CLUB LA LIBELULA,CLUB LA LIBELULA,836,36,500,787,"  679,000",2011-02-15,,UL,Privado,0,50,50689,2016,2016-01-01,2100-12-31,S
283,9BY,9BY,SAN EDUARDO,Orocué,Casanare,A,4.6422,-71.8104,EDUARDO J. GONZALEZ A.,EDUARDO J- GONZALEZ,1228,12,2500,580," 1580,000",2014-03-26,,1A,Fumigación,12,85,85230,2014,2009-01-01,2014-12-31,N
284,9BY,9BY,SAN EDUARDO,Orocué,Casanare,A,4.6422,-71.8104,EDUARDO J. GONZALEZ A.,EDUARDO J- GONZALEZ,1491,10,2500,580," 1580,000",2014-03-26,,1A,Público,12,85,85230,2015,2015-01-01,2015-12-31,N
285,9BY,9BY,SAN EDUARDO,Orocué,Casanare,A,4.6422,-71.8104,EDUARDO J. GONZALEZ A.,EDUARDO J- GONZALEZ,2869,1,2500,580," 1580,000",2014-03-26,,1A,Público,12,85,85230,2016,2016-01-01,2100-12-31,S
286,9BZ,9BZ,RIOSUCIO,Riosucio,Chocó,A,7.4164,-77.0595,MUNICIPIO,MUNICIPIO,324,11,5670,72," 3430,000",2014-06-27,,1A,Aerocivil,7,27,27615,2014,2009-01-01,2014-12-31,N
287,9BZ,9BZ,RIOSUCIO,Riosucio,Chocó,A,7.4164,-77.0595,MUNICIPIO,MUNICIPIO,151,22,5670,72," 3430,000",2014-06-27,,1A,Aerocivil,7,27,27615,2015,2015-01-01,2015-12-31,N
288,9BZ,9BZ,RIOSUCIO,Riosucio,Chocó,A,7.4164,-77.0595,MUNICIPIO,MUNICIPIO,14,30,5670,72," 3430,000",2014-06-27,,1A,Aerocivil,7,27,27615,2016,2016-01-01,2100-12-31,S
289,9CA,9CA,LAS AGUILAS -CA,Yumbo,Valle del Cauca,A,3.5134,-76.4931,SERESTEL S.A.,CLUB DEPORT.LAS AGUILAS,158,5,500,3100," 4939,000",2012-09-06,,1A,Privado,0,76,76892,2014,2009-01-01,2014-12-31,N
290,9CA,9CA,LAS AGUILAS -CA,Yumbo,Valle del Cauca,A,3.5134,-76.4931,SERESTEL S.A.,CLUB DEPORT.LAS AGUILAS,96,4,500,3100," 4939,000",2012-09-06,,1A,Fumigación,0,76,76892,2015,2015-01-01,2015-12-31,N
291,9CA,9CA,LAS AGUILAS -CA,Yumbo,Valle del Cauca,A,3.5134,-76.4931,SERESTEL S.A.,CLUB DEPORT.LAS AGUILAS,10,4,500,3100," 4939,000",2012-09-06,,1A,Aerocivil,0,76,76892,2016,2016-01-01,2100-12-31,S
292,9CB,9CB,CAMARUCOS,Paz de Ariporo,Casanare,A,5.8754,-70.6583,ALCALDIA,ALCALDIA,1010,1,2000,367," 4541,000",2006-10-27,2016-11-07,1A,Privado,2,85,85250,2014,2009-01-01,2014-12-31,N
293,9CB,9CB,CAMARUCOS,Paz de Ariporo,Casanare,A,5.8754,-70.6583,ALCALDIA,ALCALDIA,338,1,2000,367," 4541,000",2006-10-27,2016-11-07,1A,Privado,0,85,85250,2015,2015-01-01,2015-12-31,N
294,9CB,9CB,CAMARUCOS,Paz de Ariporo,Casanare,A,5.8754,-70.6583,ALCALDIA,ALCALDIA,101,1,2000,367," 4541,000",2006-10-27,2016-11-07,1A,Público,0,85,85250,2016,2016-01-01,2100-12-31,S
295,9CC,9CC,EL TOTUMO,Paz de Ariporo,Casanare,A,5.9387,-71.2217,MUNICIPIO,MUNICIPIO,494,8,2000,476," 4541,000",2006-10-27,2016-11-07,1A,Aerocivil,5,85,85250,2014,2009-01-01,2014-12-31,N
296,9CC,9CC,EL TOTUMO,Paz de Ariporo,Casanare,A,5.9387,-71.2217,MUNICIPIO,MUNICIPIO,395,1,2000,476," 4541,000",2006-10-27,2016-11-07,1A,Fumigación,3,85,85250,2015,2015-01-01,2015-12-31,N
297,9CC,9CC,EL TOTUMO,Paz de Ariporo,Casanare,A,5.9387,-71.2217,MUNICIPIO,MUNICIPIO,2,0,2000,476," 4541,000",2006-10-27,2016-11-07,1A,Público,2,85,85250,2016,2016-01-01,2100-12-31,S
298,9CD,9CD,VARSOVIA,Paz de Ariporo,Casanare,A,5.849,-70.3648,MUNICIPIO,MUNICIPIO,394,24,2000,328," 4541,000",2006-10-27,2016-11-07,1A,Aerocivil,44,85,85250,2014,2009-01-01,2014-12-31,N
299,9CD,9CD,VARSOVIA,Paz de Ariporo,Casanare,A,5.849,-70.3648,MUNICIPIO,MUNICIPIO,43,44,2000,328," 4541,000",2006-10-27,2016-11-07,1A,Fumigación,14,85,85250,2015,2015-01-01,2015-12-31,N
300,9CD,9CD,VARSOVIA,Paz de Ariporo,Casanare,A,5.849,-70.3648,MUNICIPIO,MUNICIPIO,40,60,2000,328," 4541,000",2006-10-27,2016-11-07,1A,Público,2,85,85250,2016,2016-01-01,2100-12-31,S
301,9CE,9CE,LA HERMOSA,Paz de Ariporo,Casanare,A,5.5307,-70.4497,MUNICIPIO,MUNICIPIO,625,8,2000,338," 4541,000",2006-10-27,2016-11-07,1A,Privado,75,85,85250,2014,2009-01-01,2014-12-31,N
302,9CE,9CE,LA HERMOSA,Paz de Ariporo,Casanare,A,5.5307,-70.4497,MUNICIPIO,MUNICIPIO,248,4,2000,338," 4541,000",2006-10-27,2016-11-07,1A,Fumigación,12,85,85250,2015,2015-01-01,2015-12-31,N
303,9CE,9CE,LA HERMOSA,Paz de Ariporo,Casanare,A,5.5307,-70.4497,MUNICIPIO,MUNICIPIO,72,0,2000,338," 4541,000",2006-10-27,2016-11-07,1A,Privado,1,85,85250,2016,2016-01-01,2100-12-31,S
304,9CF,9CF,SAN ESTEBAN,Paz de Ariporo,Casanare,A,5.4441,-70.8352,MUNICIPIO,MUNICIPIO,553,25,2000,377," 4541,000",2006-10-27,2016-11-07,1A,Público,7,85,85250,2014,2009-01-01,2014-12-31,N
305,9CF,9CF,SAN ESTEBAN,Paz de Ariporo,Casanare,A,5.4441,-70.8352,MUNICIPIO,MUNICIPIO,411,44,2000,377," 4541,000",2006-10-27,2016-11-07,1A,Público,14,85,85250,2015,2015-01-01,2015-12-31,N
306,9CF,9CF,SAN ESTEBAN,Paz de Ariporo,Casanare,A,5.4441,-70.8352,MUNICIPIO,MUNICIPIO,40,63,2000,377," 4541,000",2006-10-27,2016-11-07,1A,Fumigación,19,85,85250,2016,2016-01-01,2100-12-31,S
307,9CG,9CG,SAN JOSE DEL ARIPORO,Paz de Ariporo,Casanare,A,6.0475,-70.0128,MUNICIPIO,MUNICIPIO,600,18,2000,318," 4541,000",2006-10-27,2016-11-07,1A,Aerocivil,286,85,85250,2014,2009-01-01,2014-12-31,N
308,9CG,9CG,SAN JOSE DEL ARIPORO,Paz de Ariporo,Casanare,A,6.0475,-70.0128,MUNICIPIO,MUNICIPIO,686,36,2000,318," 4541,000",2006-10-27,2016-11-07,1A,Público,485,85,85250,2015,2015-01-01,2015-12-31,N
309,9CG,9CG,SAN JOSE DEL ARIPORO,Paz de Ariporo,Casanare,A,6.0475,-70.0128,MUNICIPIO,MUNICIPIO,1142,50,2000,318," 4541,000",2006-10-27,2016-11-07,1A,Aerocivil,653,85,85250,2016,2016-01-01,2100-12-31,S
